id,name,district,year,layer,funder,program,type,amount,amount_unit,source,source_url,as_of
c10552,한국자동차연구원,,2024,국비,산업통상자원부,[IRIS 사업] 실증인프라구축및운영,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c10552,한국자동차연구원,,2024,국비,산업통상자원부,[IRIS 사업] 실리콘고함량음극극판및셀적용기술개발,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c10552,한국자동차연구원,,2024,국비,산업통상자원부,[IRIS 사업] 시장주도형K-센서기술개발,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c10552,한국자동차연구원,,2024,국비,산업통상자원부,[IRIS 사업] 스마트카,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c10552,한국자동차연구원,,2024,국비,산업통상자원부,[IRIS 사업] 소재,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c10552,한국자동차연구원,,2024,국비,산업통상자원부,[IRIS 사업] 산업기술분야,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c10552,한국자동차연구원,,2024,국비,산업통상자원부,[IRIS 사업] 로봇산업핵심기술개발,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c10552,한국자동차연구원,,2024,국비,산업통상자원부,[IRIS 사업] 그린카,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c10552,한국자동차연구원,,2024,국비,산업통상자원부,[IRIS 사업] 국제표준화협력,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c10552,한국자동차연구원,,2024,국비,산업통상자원부,[IRIS 사업] K-Carbon플래그십기술개발사업,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c8533,한국세폭,,2024,국비,산업통상자원부,[IRIS 사업] 이종기술융합형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c10430,한국 고분자,,2024,국비,산업통상자원부,[IRIS 사업] 이종기술융합형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c3185,필리퍼,,2024,국비,산업통상자원부,[IRIS 사업] 로봇산업핵심기술개발,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
,피에이치에이 주식회사,,2024,국비,산업통상자원부,[IRIS 사업] 이종기술융합형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
,프로텍,,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
x2496,퓨전소프트,,2024,국비,산업통상자원부,[IRIS 사업] 스마트카,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c8517,포스 주식회사,,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c9285,평화오일씰공업(주),,2024,국비,산업통상자원부,[IRIS 사업] 핵심전략산업대응탄성소재재도약사업,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c9836,평화발레오,,2024,국비,산업통상자원부,[IRIS 사업] 이종기술융합형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c9836,평화발레오,,2024,국비,산업통상자원부,[IRIS 사업] 그린카,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c5916,티에이치엔,,2024,국비,산업통상자원부,[IRIS 사업] 스마트카,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
x2256,텍스밀,,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c6693,테스코(주),,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c4139,태성정밀,,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
x3935,큐에스아이(주),,2024,국비,산업통상자원부,[IRIS 사업] 첨단전략산업초격차기술개발(디스플레이),R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c6955,코어텍,,2024,국비,산업통상자원부,[IRIS 사업] K-Carbon플래그십기술개발사업,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c0550,코넥스트,,2024,국비,산업통상자원부,[IRIS 사업] 이종기술융합형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
,케이에프씨티,,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c4610,케이디텍,,2024,국비,산업통상자원부,[IRIS 사업] 국가표준기술력향상,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
,지엠테크주식회사,,2024,국비,산업통상자원부,[IRIS 사업] 그린카,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
x4425,주식회사주현테크,,2024,국비,산업통상자원부,[IRIS 사업] OLED한계돌파형상용화제품을위한기술개발,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c5868,주식회사이엘,,2024,국비,산업통상자원부,[IRIS 사업] 반도체제조공정정비,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c8122,주식회사이에스티,,2024,국비,산업통상자원부,[IRIS 사업] 이종기술융합형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
,주식회사이수페타시스,,2024,국비,산업통상자원부,[IRIS 사업] 로봇산업핵심기술개발,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
,주식회사유진테크,,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c10492,주식회사윈텍글로비스,,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
x2984,주식회사와이테크,,2024,국비,산업통상자원부,[IRIS 사업] 이종기술융합형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
x2628,주식회사스피어에이엑스,,2024,국비,산업통상자원부,[IRIS 사업] 지역수요맞춤형문제해결기술개발,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c6575,주식회사맥테크,,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c7595,주식회사 효림엑스이,,2024,국비,산업통상자원부,[IRIS 사업] 스마트카,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
x4744,주식회사 팔피엠,,2024,국비,산업통상자원부,[IRIS 사업] 제조기반생산시스템,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
,주식회사 일만백만,,2024,국비,산업통상자원부,[IRIS 사업] 이종기술융합형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
x4654,주식회사 유엔이,,2024,국비,산업통상자원부,[IRIS 사업] 부처협력사업지원,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c9832,주식회사 유뱃,,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c9832,주식회사 유뱃,,2024,국비,산업통상자원부,[IRIS 사업] 첨단전략산업초격차(이차전지),R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c9832,주식회사 유뱃,,2024,국비,산업통상자원부,[IRIS 사업] 이종기술융합형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c8445,주식회사 유니크,,2024,국비,산업통상자원부,[IRIS 사업] 핵심전략산업대응탄성소재재도약사업,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
,주식회사 유니온,,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c4565,주식회사 엠케이,,2024,국비,산업통상자원부,[IRIS 사업] 이종기술융합형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
,주식회사 엠제이비전테크,,2024,국비,산업통상자원부,[IRIS 사업] 제조기반생산시스템,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
x4607,주식회사 엠디엠,,2024,국비,산업통상자원부,[IRIS 사업] 그린카,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c5833,주식회사 엘라인,,2024,국비,산업통상자원부,[IRIS 사업] 로봇산업핵심기술개발,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
x4317,주식회사 아이엠에스,,2024,국비,산업통상자원부,[IRIS 사업] 이종기술융합형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c5796,주식회사 송이실업,,2024,국비,산업통상자원부,[IRIS 사업] 이종기술융합형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c6162,주식회사 빅스,,2024,국비,산업통상자원부,[IRIS 사업] 핵심전략산업대응탄성소재재도약사업,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c6162,주식회사 빅스,,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c6162,주식회사 빅스,,2024,국비,산업통상자원부,[IRIS 사업] 바이오매스기반비건레더개발및실증클러스터구축(R&D),R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
,주식회사 뷰전,,2024,국비,산업통상자원부,[IRIS 사업] 이종기술융합형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
x2794,주식회사 베이리스,,2024,국비,산업통상자원부,[IRIS 사업] 스마트카,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c8015,주식회사 멤브레어,,2024,국비,산업통상자원부,[IRIS 사업] 이종기술융합형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
x3377,주식회사 럼플리어,,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c9814,주식회사 라지,,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c9814,주식회사 라지,,2024,국비,산업통상자원부,[IRIS 사업] 지역수요맞춤형문제해결기술개발,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c9814,주식회사 라지,,2024,국비,산업통상자원부,[IRIS 사업] 이종기술융합형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c8623,주식회사 디엔씨,,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
x4718,주식회사 디에스글로벌이씨엠,,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c1231,주식회사 도원,,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
,주식회사 덴티스,,2024,국비,산업통상자원부,[IRIS 사업] 글로벌진출형융복합바이오의료제품제조기술고도화,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
x3755,주식회사 나인테크,,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
x3755,주식회사 나인테크,,2024,국비,산업통상자원부,[IRIS 사업] 첨단전략산업초격차(이차전지),R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
x3755,주식회사 나인테크,,2024,국비,산업통상자원부,[IRIS 사업] 이종기술융합형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
x4757,주식회사 그리폰다이나믹스,,2024,국비,산업통상자원부,[IRIS 사업] 이종기술융합형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c4591,제이디텍(주),,2024,국비,산업통상자원부,[IRIS 사업] 제조기반생산시스템,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c3988,제이디,,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
x2962,이인텔리전스(주),,2024,국비,산업통상자원부,[IRIS 사업] 스마트카,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c0652,이엘피,,2024,국비,산업통상자원부,[IRIS 사업] 첨단전략산업초격차기술개발(디스플레이),R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c1896,이로움,,2024,국비,산업통상자원부,[IRIS 사업] 제조기반생산시스템,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c9447,이노컴텍(주),,2024,국비,산업통상자원부,[IRIS 사업] 이종기술융합형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c2644,유성기업(주),,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c10337,유니테크,,2024,국비,산업통상자원부,[IRIS 사업] 열계면용방폭/방열세라믹갭필러소재개발,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c6912,원창머티리얼(주),,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c6912,원창머티리얼(주),,2024,국비,산업통상자원부,[IRIS 사업] 제조장비실증,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
,우진엔지니어링,,2024,국비,산업통상자원부,[IRIS 사업] 수출제고를위한인공지능기반미래전장첨단장비제어기술개발,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
,우진산업(주),,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c6654,와이지-원,,2024,국비,산업통상자원부,[IRIS 사업] 이종기술융합형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
,오토아이티 (주),,2024,국비,행정안전부,[IRIS 사업] 재난안전 맞춤형 사업화 지원,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c3873,오성테크,,2024,국비,산업통상자원부,[IRIS 사업] 그린카,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
x3561,옐로시스 주식회사,,2024,국비,산업통상자원부,[IRIS 사업] 이종기술융합형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
,엘앤에프,,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
,엘앤에프,,2024,국비,산업통상자원부,[IRIS 사업] 첨단전략산업초격차(이차전지),R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c8084,에이치씨엔씨,,2024,국비,산업통상자원부,[IRIS 사업] 해양모빌리티스마트페인팅시스템기술개발,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c8084,에이치씨엔씨,,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c3834,에이엠티주식회사,,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c10424,에이시스테크놀로지,,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c10424,에이시스테크놀로지,,2024,국비,산업통상자원부,[IRIS 사업] 제조기반생산시스템,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c10424,에이시스테크놀로지,,2024,국비,산업통상자원부,[IRIS 사업] 로봇산업핵심기술개발,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c4903,에스피지,,2024,국비,산업통상자원부,[IRIS 사업] 제조장비실증,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c4903,에스피지,,2024,국비,산업통상자원부,[IRIS 사업] 로봇산업핵심기술개발,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c2903,에스팩주식회사,,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
,에스엘주식회사,,2024,국비,산업통상자원부,[IRIS 사업] 그린카,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
,에스앤에스텍,,2024,국비,산업통상자원부,[IRIS 사업] 이종기술융합형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
,아진산업(주),,2024,국비,산업통상자원부,[IRIS 사업] 제조장비실증,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c8067,아이티에스(주),,2024,국비,산업통상자원부,[IRIS 사업] 지역수요맞춤형문제해결기술개발,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c5280,아이지아이에스,,2024,국비,산업통상자원부,[IRIS 사업] 로봇실증평가기술개발,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
,신화에스티,,2024,국비,산업통상자원부,[IRIS 사업] 이종기술융합형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c10700,신한테크(주),,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c4880,신한산업(주),,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
,신한금속(주),,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c2263,수텍스(주),,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c0542,솔라라이트,,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
x3959,성원,,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
x3959,성원,,2024,국비,산업통상자원부,[IRIS 사업] 제조장비실증,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
x3959,성원,,2024,국비,산업통상자원부,[IRIS 사업] 제조기반생산시스템,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c5616,성림희토금속(주),,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
,성림첨단산업(주),,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
,서우산업(주),,2024,국비,산업통상자원부,[IRIS 사업] 로봇산업핵심기술개발,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
,상신브레이크(주),,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
,삼원산업(주),,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c9244,삼우기업(주),,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
,삼연기술,,2024,국비,산업통상자원부,[IRIS 사업] K-Carbon플래그십기술개발사업,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c0744,삼성염직(주),,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c0742,삼성교역(주),,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
,삼보모터스(주),,2024,국비,산업통상자원부,[IRIS 사업] 이종기술융합형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
,삼보모터스(주),,2024,국비,산업통상자원부,[IRIS 사업] 그린카,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
,삼기,,2024,국비,산업통상자원부,[IRIS 사업] 이종기술융합형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
,삼기,,2024,국비,산업통상자원부,[IRIS 사업] 그린카,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c6821,사단법인 KOTITI시험연구원,,2024,국비,산업통상자원부,[IRIS 사업] 패키지형,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c6821,사단법인 KOTITI시험연구원,,2024,국비,산업통상자원부,[IRIS 사업] 제품안전기준및평가기법개발,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c6821,사단법인 KOTITI시험연구원,,2024,국비,산업통상자원부,[IRIS 사업] 제조장비실증,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c6821,사단법인 KOTITI시험연구원,,2024,국비,산업통상자원부,[IRIS 사업] 제조기반생산시스템,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
c6821,사단법인 KOTITI시험연구원,,2024,국비,산업통상자원부,[IRIS 사업] 그린카,R&D,,,KEIT 산업기술 R&D 과제현황(공공데이터포털),https://www.data.go.kr/data/15018033/fileData.do,20260721
