no,ministry,bureau,name,code,account,new_or_continue,support_type,subsidy_rate,executor,beneficiary,period,total_cost,budget_2025,budget_2026,cost_5y,budget_nums,daegu_mention,region_scope,purpose,history,basis,page,source
302,기후에너지환경부,자연보전국,국립생태원 출연,1833-332,,,,,국립생태원,전 국민,’13. ~ 계속,해당없음,70242,76928,"76,909 73,196 74,942 70,242 76,928","74,942|70,242|70,242|76,928|76,928|6,686|9|74,942",,전국,,- ’09.7.27. ~ '12.12.11. : 국립생태원 건립공사 - ’13.6.12. :「국립생태원의 설립 및 운영에 관한 법률」제정('13.9.13 시행) - '13.9.9. :「국립생태원의 설립 및 운영에 관한 법률 시행령」제정 - ’13.6.24. : 국립생태원 설립위원회 구성·운영 - ’13.10.28. : 국립생태원 법인 설립등기 - ’14.1.24. : 공공기관 지정(위탁집행형 준정부기관) - ’18.10.31. : 멸종위기종복원센터 개원 - ‘19.5.31. : 습지센터 업무이관·운영,"[총 괄] ㅇ 출연금 : 76,928백만원(지출-수입) · - 생태분야 조사연구사업 및 전시 교육 등 사업비, 인건비, 기관운영비 등 지출비용과 자체수입의 수지차분 76,928백만원 출연금 지원 ㅇ 지 출 : 83,809백만원(사업비, 인건비, 경상경비, 예비비) ㅇ 수 입 : 6,881백만원(입장료, 숙박료, 교육수수료, 시설임대료, 위탁사업수수료, 결산잉여금 등) - 산출내역 (단위 : 백만원) 수 입 지 출 ‘26예산 ‘26예산 ‘25예산 증감 ‘25예산 증감 항 목 검토 % 항 목 검토 % (A) 요구 (B-A) (A) 요구 (B-A) (B) (B) 계 76,700 83,809 83,809 7,109 9.3 계 76,700 83,809 83,809 7,109 9.3 □ 출연 수지차 ( ) 70,242 76,928 76,928 6,686 9.5 □ 인건비 41,592 43,741 43,741 2,149 5.2 □ 자체수입 6,458 6,881 6,881 423 6.6 □ 경상경비 2,535 2,129 2,129 △406 △16.0 ㅇ사업수입 3,418 3,418 3,418 - - □ 예비비 1,034 1,075 1,075 41 4.0 -입장료 2,207 2,207 2,207 - - □ 사업비 31,539 36,864 36,864 5,325 16.9 -숙박료 172 172 172 - ㅇ법정연구 - 9,590 11,440 11,440 1,850 19.3 -교육수수료 116 116 116 - - ㅇ고유연구 3,397 3,428 3,428 31 0.9 -시설임대료 425 425 425 - - ㅇ생태전시교육 3,",2644,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
303,기후에너지환경부,기후에너지정책관,극한지스마트광역탐사를위한로봇-ICT융합기술개발(R&D),6431-747,기후대응기금,,,,해양수산부(전문기관: 해양수산과학기술진흥원),"출연연, 대학, 기업 등",2026 ~ 2031,260억원,0,3500,"- - - - 3,500",,,전국,,"ㅇ ｢극한지 개발 및 탐사용 협동이동체 시스템 기술개발｣ 다부처 사업 추진 * (‘21~’25, 해수부 주관, 산업부 및 과기부 참여) * 스마트 관측으로 연 1회 수준의 데이터 회수를 1일 단위로 단축하고, 극한지에서의 사물인터넷· 로봇 적용을 위한 기초기술 확보 및 실증 완료 등 핵심성과 창출 ㅇ 선행사업의 한계(관측범위 등)를 극복하고 실질적 광역탐사 수준의 기술로 확장하기 위해 후속사업 기획연구 수행 착수(‘24.10~’25.6) - 2659 -",,2657,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
304,기후에너지환경부,수자원정책관,기후변화 적응 수재해 관리 기술개발사업(R&D),2038-348,,,,,환경부(한국환경산업기술원),"지자체, 국민 등 ․",’26~계속 (5년 주기 재검토),해당사항 없음,0,29897,"- - - - 29,897","29,897|29,897|29,897|29,897|8,449|17,186|4,262|29,897",,전국,,"- 사업기획 추진 (2024.5 ~ 2024.9) ⦁ 수재해 관련 정책, 기술동향 분석 (2024.5) ⦁ 수재해 관련 분야 주요 이슈 및 해결방안 도출 (2024.5~6) ⦁ 사업추진 방향 및 중점영역설정, 필요기술 도출, 기획위원회 운영 (2024.6 ~2024.9) ⦁ 공청회 개최 (2024.9) - 예비타당성조사 (2024.9~2025.6) ⦁ 예비타당성조사 신청 및 2024년도 제3차 예비타당성조사 대상 사업 선정(2024.9~11) ⦁ 예비타당성조사 (2024.12~2025.6) ⦁ 예비타당성조사 결과 사업추진 타당성 확보 ‘시행’ (2025.6)","□ 기후변화 적응 수재해 관리 기술개발사업 : (2025) - → (2026 예산) 29,897백만원, ‘25년 대비 순증 ① 기후위기 대응 수재해 감시 기술개발 : (2025 본예산) - → (2026 요구) 8,449백만원, 순증 - (요구) 물순환 DNA 및 가뭄대응능력 모니터링/평가/예측 플랫폼 구축 등 5개 종료과제, 기후 위기 회복력 확보를 위한 극한 가뭄 및 돌발가뭄 감시·예측 기술개발 등 4개 신규과제 지원을 위한 8,449백만원 요구 - (산출) 종료 5개×885.8백만원×12개월/12개월=4,429백만원 신규 4개×1,340백만원×9개월/12개월=4,020백만원 ② 홍수 대응능력 강화 기술개발 : (2025 본예산) - → (2026 요구) 17,186백만원, 순증 - (요구) 자연성 기반 기술을 활용한 홍수 피해 저감 및 완충 기술개발 등 4개 종료과제, 도시침수대응 지하 인프라 통수능력 향상 및 설계 고도화 기술개발 등 4개 계속과제, 기후위기 대응 댐 운영 기술 고도화 등 3개 신규과제 지원을 위한 17,186백만원 요구 - (산출) 종료 4개×1,117백만원×12개월/12개월=4,468백만원 계속 4개×2,493.75백만원×12개월/12개월=9,975백만원 신규 3개×1,219.1백만원×9개월/12개월=2,743백만원 ③ 물수요 대응 수자원 확보 기술개발 : (2025 본예산) - → (2026 요구) 4,262백만원, 순증 - (요구) 가뭄기간 생태계를 고려한 물공급 대응능력 최적화 기술개발 등 3개 종료과제, 사회-수문 연계 용도별 물수요-공급 관리 시스템 개발 1개 신규과제 지원",2666,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
305,기후에너지환경부,자연보전국,기후변화 적응을 위한 생태계 복원 및 관리 기술개발사업,1832-353,,,,,환경부(한국환경산업기술원 대행),산·학·연 및 일반국민,2026~2030년,466.69억원(국고 375억원),0,5900,"- - - - 5,900","5,900|5,900|5,900|5,900|5,900|5,900|5,900|360",,전국,,- (’22.) 제15차 생물다양성협약 당사국 총회에서 훼손지 복원 목표 채택(’22.12.) - (’23.12.) 국가생물다양성 전략 확정(훼손지 30% 복원) - (’23.11.~24.03.) 신규사업 기획 보고서 완료 - 2678 -,"□ 기후변화 적응을 위한 생태계 복원 및 관리 기술개발사업 : (2025 본예산) 0 → (2026 예산) 5,900백만원, 순증 ① 기후변화 적응 생태계 복원 및 관리 기술 : (2025 본예산) 0 → (2026 요구) 5,900백만원, 순증 - (요구) 기후변화 적응을 위한 생태계 복원 및 관리 기술개발을 위한 신규과제 착수를 위해 5,900백만원 요구 - (산출) 신규과제 4개 x 1,966.8 x 9/12개월 = 5,900백만원 ㅇ 2025년도 예산 및 2026년도 예산 산출 세부내역 비교 2025년 본예산 2026년 예산 예산 산출내역 예산 산출내역 ○ 연구개발활동비 등(360-05) : 5,900백만원 - - 6,759 가. 기후변화 적응 생태계 복원 및 관리 기술(5,900백만원) ㆍ신규과제 4개×1,966.8백만x9/12=5,900백만원 - 2679 -",2676,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
306,기후에너지환경부,대기환경국,대기오염측정망 구축·운영,1634-302,,,,50,"기후에너지환경부, 지자체",일반 국민,’92년 ~ (계속),해당사항 없음,,,"15,326 15,326","52,071|51,504|51,504|47,356|48,182|826|1|49,800",,전국,,"< 국가측정망, 지자체측정망 구축 ․운영 > - ’73년부터 대기질 파악을 위한 대기오염측정소 구축·운영 - ’89년 대기오염측정망 기본계획 수립 이후 지속적으로 운영계획 수립·이행 - 대기환경보전법('13.7), 대기환경보전법 시행령(‘14.2) 개정 : 대기오염(미세먼지, 오존) 예보 및 경보제 시행 근거 마련 - 관계부처 합동 미세먼지 관리 종합대책 수립(‘17.9.26) : 미세먼지 측정망 확충 - 미세먼지 저감 및 관리에 관한 특별법 제15조 제정(’18.8.14) : 국가배경(선박) 측정망 설치근거 마련 - 항만지역 등 대기질 개선에 관한 특별법 제9조 제정(’19.4.2): 항만측정망 설치근거 마련 < 장거리이동대기오염물질 피해방지 종합대책> - 대통령 지시사항(‘06.5.3, 5.19) : 황사에 대한 장기적이고 근원적인 국내·외 대책 마련 - 황사피해 종합대책추진상황 보고(’07. 3.20) : 국민의 피해를 최소화하고 신속한 상황 전파로 불안 해소 방안 마련(대통령","① 국가측정망 설치운영 : (‘25) 18,858백만원 → (’26요구) 18,924백만원, 66백만원 증액 - (요구) 노후측정장비 교체 및 측정망 운영을 위해 전년 수준의 예산 요구 - (산출) 수도권 내 국가측정망 설치·운영 3,598백만원, 수도권 외 국가측정망 설치·운영 15,326백만원 ㅇ 2025년도 예산 및 2026년도 예산 산출 세부내역 비교 ’25년 예산 ’26년 예산 예산 산출내역 예산 산출내역 ○ 상용임금(110-03) : 158,750천원 ○ 상용임금(110-03) : 218,894천원 가. 무기계약직 및 기간제 근로자 보수(5인) = 158,750천원 가. 무기계약직 및 기간제 근로자 보수(5인) = 218,894천원 ○ 일반수용비(210-01) : 276,000천원 ○ 일반수용비(210-01) : 270,000천원 가. 세미나 및 회의자료 인쇄 = 10,000천원 가. 세미나 및 회의자료 인쇄 = 100,000천원 나. 점검서식 및 보고서 등 인쇄비 = 10,000천원 나. 점검서식 및 보고서 등 인쇄비 = 76,000천원 다. 측정망 정도검사, 방사선 검사, 교정비용, 통신비용 = 다. 측정망 정도검사, 방사선 검사, 교정비용, 통신비용 = 76,000천원 94,000천원 ○ 공공요금 및 제세(210-02) : 130,000천원 ○ 공공요금 및 제세(210-02) : 130,000천원 가. 측정망 운영 전기료, 통신비 등 = 130,000천원 가. 측정망 운영 전기료, 통신비 등 = 130,000천원 ○ 임차료(210-07) : 10,000천원 ○ 임차료(210-07) : 16,0",2683,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
307,기후에너지환경부,기후에너지정책관,데이터센터탄소중립을위한열관리기술개발(R&D),6431-587,기후대응기금,,,,한국산업기술기획평가원,"(주관기관) 중소 중견기업, · (참여기관) 기업, 대학, 연구소 등",’26년 ~ ‘30년,414억원,0,1600,"- - - - 1,600","1,600|1,600|1,600",,,,"ㅇ 산업부의 배터리전기전자과와 전문기관 이 정책필요성에 따라 함께 기획 「탄소중립 기술혁신 전략이행 로드맵」의 추진과제 발굴 산업부 년 (KEIT) 「전기산업 미래비전과 발전전략 수립」 년 월 월 로드맵 발굴 - ( ,'24 ) · 산업핵심 신규사업 발굴 기술 수요조사 년 월 - (‘24 1 ~7 ) (‘25 2 ) - 신규사업발굴 수요조사('24년, '25년, 한국산업기술기획평가원(KEIT) - 업계의견수렴 : · 그린데이터센터 전문가 회의(‘24년11월 ~ ‘25년2월) ㅇ 전문기관(PD)와 필요성, 중복성, 적정성 등 검토함 * 배터리디스플레이 김짐실장(053-718-8476) 스마트전자 변기영PD(053-708-8711)",,2703,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
308,기후에너지환경부,물이용정책관,디지털 담수화 플랜트 농축수 자원화 기술개발사업,2038-347,,,,,환경부(한국환경산업기술원 대행),"해수담수화 관련 기업, 연구소",2025 ~ 2029년(총 5년),354.5억(국고 기준),3700,7800,"- - - 3,700 7,800","3,700|3,700|7,800|7,800|4,100|110|3,700|3,700",,,,"- 사업 시작년도 : 2025년 - 추진 배경 : 해수담수화 시장 경쟁력 선점을 위한 혁신기술 및 기후변화 영향으로 인한 물부족 대응 해수담수화를 위한 수자원 확보 보급 필요성 강화 · - 디지털 담수화 플랜트 농축수 자원화 기술개발사업 보완 기획(‘24.2~’24.3) - 디지털 담수화 플랜트 농축수 자원화 기술개발사업 기재부 제출(‘24.2) - 2024년도 혁신도전형 R&D 사업군(신격차형) 과기부 제출(’24.4) - 국정과제 35. ‘ 미래 신기술로 성장하고, 글로벌로 도약하는 중소기업’ 및 43. ‘국가 · 기후적응 역량 강화’를 통해 국내 외 환경 변화에 따른 담수화 新시장 진출 및 선점을 위한 담수화 플랜트 디지털 전환 및 농축수 자원화 기술 개발 - 2712 -","□ 디지털 담수화 플랜트 농축수 자원화 기술개발사업(R&D) : (2025 예산) 3,700백만원 → (2026 예산) 7,800백만원 ① 해수담수화 플랜트 디지털 전환 및 농축수 자원화 기술개발 : (2025 본예산) 3,700백만원 → (2026 요구) 7,800백만원, 4,100백만원 증액 - (요구) 담수화 플랜트의 디지털 전환 및 농축수를 활용한 자원화 기술 개발을 위한 예산 요구 - (산출) 계속과제 1개 × 8,509.1백만원 × 11/12개월 = 7,800백만원 ㅇ 2025년도 예산 및 2026년도 예산 산출 세부내역 비교 ’24년 예산 ’25년 예산 예산 산출내역 예산 산출내역 ○ 연구개발활동비등(360-05) : 3,700백만원 ○ 연구개발활동비등(360-05) : 7,800백만원 3,700 7,800 가. 해수담수화 플랜트 디지털 전환 및 농축수 자원화 기술개발 가. 해수담수화 플랜트 디지털 전환 및 농축수 자원화 기술개발 백만원 백만원 (3,700백만원) (7,800백만원) ㆍ 연구개발활동비 등 : 1개과제 × 4,933.3백만원 × 9/12개월 ㆍ 연구개발활동비 등 : 1개과제 × 8,509.1백만원 × 11/12개월 - 2713 -",2710,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
309,기후에너지환경부,기후에너지정책관,무탄소에너지핵심기술개발사업(R&D),6431-315,기후대응기금,,,,산·학·연 등,"출연(연), 대학, 기업, 국민 등",‘21~’30,해당없음,59182,70052,"20,100 28,756 29,252 59,182 70,052",,,전국,,"[공통] - (국정과제 28) 세계를 선도할 넥스트(NEXT) 전략기술 육성 - 2724 - [무탄소에너지핵심기술개발] - 「제1차 기후변화대응 기술개발 기본계획」 수립 (‘22.12월) - 「국가 탄소중립·녹색성장 기본계획」 (‘23.4월) - 기후변화대응기술개발 사업 성과분석 및 자체평가 시행(‘24.2월) [C1가스리파이너리밸류업기술개발] - 「2030 국가 온실가스 감축 기본로드맵 수정(안)」수립(’18.7) - 「제3차 녹색성장 5개년 계획」수립(’19.5) - 「2050 탄소중립 추진전략」(’20.12, 경제중대본) - 「탄소중립 기술혁신 추진전략」(’21.3, 과기관계장관회의) [차세대CCU기술고도화] - 탄소중립 기술혁신 추진전략(‘21.3) - 이산화탄소 포집·활용(CCU) 기술혁신 로드맵(‘21.6) - 탄소중립 녹색성장 기술혁신전략(’22.10) - CCUS 분야 탄소중립 기술혁신 전략로드맵(‘22.11) - 제1차 기후변화대응 기술개발 기본계획(’22.12) -",,2719,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
310,기후에너지환경부,물관리정책실,물산업정책 및 국제협력,5131-303,일반회계,,,100,"환경부, 유네스코 물안보센터, 아시아물위원회 등",국민 및 물산업 분야 관련기업,`06~계속,,850,1004,"850 1,022 789 154 79 850 1,004","5,591|5,042|5,042|6,919|7,919|2,877|57|5,692",,전국,,"- ’12.12.18 : 「2015세계물포럼 지원특별법」제정 - ’13.08.01 : (재)2015세계물포럼 조직위원회 사무국 발족 - ’15.03.31 : 대통령 지시사항(세계물포럼 행사 준비에 만전 및 물산업 해외진출 토대 마련) - ’15.04.12~17. : 「2015 제7차 세계물포럼」개최 - ’16.12.16 : 한-유네스코 물안보 국제연구교육센터 설립 협정 체결 - ’17.04.13 : 한-유네스코 물안보 국제연구교육센터 설립 - `22.12.29 : 한-유네스코 물안보 국제연구교육센터 갱신 협정 체결 - ’15.04.13~현재 : 대한민국국제물주간 개최(매년), 워터비즈니스포럼 개최(수시), 월드워터 파트너십 운영(매년), 월드워터챌린지 운영(매년), 세계물포럼 참가(3년), 국가간 MOU체결 등 - `22.12.11 : 세계물위원회 이사기관 연임(환경부 등 3개 기관, `22~`25) - `23.09.07 : 제2차 한-메콩 국제 물포럼(MKWF) 개최 - `24.0","□ 물산업정책 및 국제협력 : (2025 본예산) 5,042백만원 → (2026 예산) 6,919백만원, 1,877백만원 증액 ① 대한민국 국제물주간 등 국제행사 개최 : (2025 본예산) 850백만원 → (2026 예산) 850백만원, 전년동 - (요구) 한국의 물관리 정책·기술 공유 및 해외진출 활성화를 위해 전년 수준의 예산 요구 - (산출) 국제물주간 시 국내·외 인사 초청 및 행사 개최 400백만원 월드워터챌린지·월드워터파트너십 등 연계행사 개최 300백만원 참가기업 지원 및 국내외 홍보 150백만원 ② 물분야 국제기구 협력 및 공동연구 : (2025 본예산) 2,650백만원 → (2026 예산) 4,595백만원, 1,945백만원 증액 - (요구) 한국의 우수한 디지털 물관리 기술 확산을 위한 WMO, OECD 신규 협력사업 등 예산 반영 요구 - (산출) 유네스코 물안보센터 운영 지원 1,000백만원, 아시아물위원회 활성화 575백만원 AI 홍수예보 고도화 및 보급을 위한 WMO 공동연구 1,000백만원 디지털 물 솔루션 보급을 위한 OECD 공동연구 1,000백만원 개도국 물안보 체계 구축을 위한 유네스코 공동연구 520백만원, IDB 중남미 공동연구 500백만원 ③ 기타 물산업 정책 지원 : (2025 본예산) 1,542백만원 → (2026 예산) 1,474백만원, 68백만원 감액 - (요구) 물분야 국제협력 및 물산업 정책 연구, 국외여비 등 연차별 소요에 따라 68백만원 감액 - (산출) 일반수용비 25백만원, 업무추진비 8백만원, 국내여비 8백만원, 국외여비 35백만원, 물분야 국제협력 ",2740,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
311,기후에너지환경부,수자원정책관,미래변화 대응 수자원 안정성 확보 기술개발사업(R&D),5154-303,일반회계,,,,환경부(한국환경산업기술원 대행),국민(환경산업체 등),‘24~’31년(총 8년),"1,108억원(국고: 831억원)",16720,22380,"- - 9,500 16,720 22,380","9,500|16,720|16,720|22,380|22,380|5,660|33",,전국,,"사업 시작연도 추진배경 부처별 중점과제 대통령 공약사항 등 - , , , ○ 사업기획 추진(2021.5~2022.5) - 수자원 관련 정책, 기술동향 분석 (2021.5~8) - 수자원 관련 분야 주요 이슈 및 해결방안 도출(2021.9) - 사업추진 방향 및 중점영역설정, 필요기술 도출, 기획위원회 운영(2021.10 ~ 2022.03) - 사업추진계획 수립(2022.4~5) - 공청회 개최(2022.5) ○ 예비타당성조사(2022.6~2023.2) - 수자원 관련 정책, 기술동향 분석 (2021.5~8) - 예비타당성조사 신청 및 2022년도 제2차 예비타당성조사 대상 사업 선정(2022.6~7) - 예비타당성조사 (2022.9~2023.2) - 예비타당성조사 결과 사업추진 타당성 확보 ‘시행’ (2023.2)",,2752,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
312,기후에너지환경부,환경보건국,블록체인 기반 살생물제 정보 지능형 공정관리 기술개발사업(R&D),2310-316,,,,,기후에너지환경부(한국환경산업기술원 대행),일반국민 및 ｢환경기술 및 환경산업 지원법｣ 제5조 1항에 해당하는 단체 또는 사업자,2026년~2030년(총 5년),300억원(국고 300억원),0,7000,"- - - - 7,000","7,000|7,000|7,000|7,000|7,000|7,000|360|05",,전국,,"- 사업 시작년도, 추진배경, 부처별 중점과제, 대통령 공약사항 등 - 제1차 생활화학제품 및 살생물제 관리에 관한 종합계획(‘21~’25) : ’21.1. 관계부처합동 - 제1차 국가연구개발 중장기투자전략(’23~’27) : ’23.3. 과기부 - 제3차 과학기술기반 국민생활(사회) 문제 해결 종합계획(’23~’27) :’23.4. 과기부 - 블록체인 기반 살생물제 지능형 공정 안전관리 기술개발사업 사전 기획연구 : ‘25.3.~5.","□ 블록체인 기반 살생물제 정보 지능형 공정관리기술 개발사업 : (2025 본예산) 0 → (2026 예산) 7,000백만원, 순증 ① 블록체인 기반 살생물제 지능형 공정 안전관리기술 개발 : (2025 본예산) 0 → (2026 요구) 7,000백만원, 순증 - (요구) 공급망 내 블록체인 및 지능형 AI 기술 적용·활용의 기술적 기반 확보를 위한 1개 신규과제 추진 - (산출) 신규과제 1개 × 9,333백만원 × 9개월/12개월 = 7,000백만원 ㅇ 2025년도 예산 및 2026년도 예산 산출 세부내역 비교 2025년 본예산 2026년 예산 예산 산출내역 예산 산출내역 ○ 연구개발활동비등(360-05) : 7,000백만원 - - 7,000 가. 블록체인 기반 살생물제 지능형 공정 안전관리기술 개발 : 7,000백만원 - (신규) 1개 × 9,333백만원 × 9개월/12개월 = 7,000백만원",2762,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
313,기후에너지환경부,대기환경국,사업장 미세먼지 관리사업,1633-301,,,,50,"기후에너지환경부(유역 지방환경청, 국립환경과학원), 지방자치단체 ·","일반국민, 중소기업 사업장, 취약계층 청년 등 ·",2005~,해당없음,53604,64078,"148,519 126,042 66,591 53,604 64,078","65,817|48,953|53,604|64,078|64,078|15,125|30|66,591",,전국,,"- 사업 시작년도 : 2005년~(굴뚝원격감시체계 운영 ’97년~) * 2015년까지 구분된 3개 세부사업(“수도권 대기개선 추진대책”, “수도권외 오염심화지역 대기개선 사업”, “자동차 배출가스 관리”)를 병합하여 2016년부터 “수도권 및 수도권외 대기개선 추진대책” · 사업으로 편성 운영, ‘17년부터 대기개선추진대책으로 세부사업명 변경, ’21년 대기개선추진대책 세부사업 분리(사업장, 자동차, 생활) 및 굴뚝원격감시체계 세부사업 통합 · `99. 4. : 굴뚝자동측정기기 부착 의무화 · `98.~`02. : 지역별 4개 관제센터 설치로 전국 통합감시체계 구축 * 호남권('98), 영남권('99), 수도권('01), 중부권('02) · `09. 1. : 중소사업장에 대해 측정기기 설치ㆍ운영비 일부 국고지원 · `15. 1. : 굴뚝자동측정기기를 통하여 측정한 사업장의 대기오염물질 배출량 공개 규정 마련 · `16. 6. : 직전년도 굴뚝TMS부착사업장 연간배출량 공개(매년 6월","① 사업장 총량관리제도 운영 : (‘25) 3,500백만원 → (’26) 3,500백만원, 전년 동 - (예산) 대기관리권역 총량관리사업장의 대기오염물질 배출관리 역무대행 사업비 3,500백만원 - (산출) 3,500백만원(역무대행 1식) ※ 대기총량 관련 역무대행(운영비, 여비, 업무추진비, 자산취득비 등) ㅇ 2025년도 예산 및 2026년도 예산 산출 세부내역 비교 ’25년 예산 ’26년 예산 예산 산출내역 예산 산출내역 ○ 법정민간대행 사업비(320-08) : 3,500백만원 ○ 법정민간대행 사업비(320-08) : 3,500백만원 3,500 3,500 - 한국환경공단 역무대행 사업비(물건비, 자산취득비 등) 3,500백만원 - 한국환경공단 역무대행 사업비(물건비, 자산취득비 등) 3,500백만원 ② 굴뚝원격감시체계 운영ㆍ관리 : (‘25) 1,931백만원 → (’26) 1,931백만원, 전년 동 - (예산) 굴뚝원격감시 관제센터(4개소) 운영관리비 등 1,931백만원 - (산출) 1,931백만원(역무대행 1식) ※ TMS 관제센터 운영비(차량임차·재료비·출장여비 등) 1,931백만원 - 2777 - ㅇ 2025년도 예산 및 2026년도 예산 산출 세부내역 비교 ’25년 예산 ’26년 예산 예산 산출내역 예산 산출내역 ○ 법정민간대행 사업비(320-08) : 1,931백만원 ○ 법정민간대행 사업비(320-08) : 1,931백만원 1,931 - 한국환경공단(TMS 관제센터) 운영비(차량임차·재료비·출장여비 등) 1,931 - 한국환경공단(TMS 관제센터) 운영비(차량임차·재료비·출장여비 등) 1,931",2770,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
314,기후에너지환경부,물관리정책실,상수도정보화시스템 구축(정보화),2031-332,,,,,환경부,일반국민 ․,"2002년 ~ 계속(토양지하수정보시스템 : 2005년~계속, 인공지능기반 정보시스템 : 2022년~계속)",해당사항 없음,0,1148,"1,493 1,493 1,493 - - 1,590 1,590 1,590 1,590 1,590 - - 1,148","3,330|2,729|2,729|2,515|2,215|514|18|3,330",,전국,,"- 사업 시작년도, 추진배경, 부처별 중점과제, 대통령 공약사항 등 < 상수도 종합정보시스템 구축· 운영> - ‘01년 : 국정보고 시 먹는물의 신뢰도 제고를 위해 정보공개 방안 마련 - ‘01년 : 정보공개 및 상하수도 시설의 효율적 관리, 상하수도 행정의 신뢰성 제고 등을 위해 상하수도 정보화 장기종합계획 수립 - ‘02년 ~ ‘04년 : 정수장 정보화사업 추진 - ‘05년 : ″상하수도종합정보시스템 운영″ 대행사업으로 수행 한국환경공단 ( , ~ ‘20년) - ‘06년 ~ ‘07년 : “상하수도종합정보시스템” 구축사업 추진 - ‘07년 : “수질입력프로그램(WIIS)” 확대 구축 - ‘08년 : 실시간 수돗물 수질 및 수량관리시스템 국정과제 선정 - ‘09년 ~ ’12년 : 실시간 수돗물 수질 및 수량관리시스템 구축(수질관리) - ‘11년 : “국가상수도정보 데이터베이스 표준화 지침” 마련, “상수도정보화 장기종합계획” 수립 - 2792 - - ‘13년 ~ : 실시간 수돗물 수","(1) 상수도 종합정보시스템 운영 : (2025) 1,590백만원 → (2026 예산) 1,148백만원, △27.8% ① 시스템 유지관리 : (2025) 1,148백만원 → (2026 예산) 1,148백만원, 전년 동 (단위: 백만원) ‘25년 ‘26년 구분 도입비 평균요율 예산 도입비 평균요율 예산 유지관리 합 계 1,148 합 계 1,148 개발 SW 3,680 10% 368 3,680 10% 368 상용 SW 1,427 12% 171 1,427 12% 171 HW 524 9% 48 524 9% 48 운영지원 8명 70.1백만원/인 561 8명 70.1백만원/인 561 (2) 토양지하수 정보시스템 운영·관리 : (2025) 707백만원 → (2026 예산) 635백만원, △10.2% ① 시스템 기능개선 : (2025) 300백만원 → (2026 예산) 200백만원, △33.3% ㅇ 먹는물관리시스템 기능 고도화 - 이용자의 요구 증대, 내부 주요 기능 부재로 법정 수질검사결과의 체계적 관리 한계에 따라 기능 개선 필요 ᆞ 입력기능 신설(먹는샘물 제조업체 제품수 법정검사결과) ᆞ 자료검증 및 등급관리(먹는물 공동시설) 기능 신설 ᆞ 공개범위 확대(먹는물공동시설 안심등급 시설) ᆞ 통계분석 기능 신설 ㅇ 산출내역 : 200백만원 (195.4FP×1.024백만원) 총기능 기능점수당 보정계수 개발원가(원) 점수 단가 규모 연계복잡성 성능 다중사이트 보안성 195.4 605,784 1.28 0.88 1.05 1.06 1.03 152,850,685 개발금액 = (개발원가 + 이윤(개발원가의 약 20%)) × 1.1(V",2788,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
315,기후에너지환경부,국립생물자원관,생물다양성 보전 및 관리,1844-306,,,,100,사업 시행 기관명 적시,"사업수행대상은 구체적으로 적시 ex. 저소득층(×), 차상위계층( ○)",’08~계속,해당 없음,3392,3321,"3,050 3,386 3,375 3,392 3,321","3,387|3,392|3,392|3,392|3,321|71|2",,,,"- 생물다양성 협약 채택(’92.6) 및 우리나라 협약 가입 (’94.10.3) ․ 협약목적 생물다양성 보전 및 지속가능한 이용 유전자원 실용화․상품화로 획득되는 : , 이윤의 균등한 분배(생태계, 종, 유전자원 포함) - 생물다양성협약에 대한 국가대응체계 마련 및 생물자원의 지속가능한 보전 이용을 ․ 위한 『생물다양성국가전략 수립』시행 (’97. 12) ․ 생물다양성 보전 현지 내․외 보전 위협요인 통제 생태계복원 지속가능한 이용 ( , , ), 농업․산림․수산자원 관광․휴양자원 유전자원 보호․관리 ( , 생물다양성 , ), 관리능력 강화(관리체계개발, 정보기술교환 등) - 대통령 공약사항('02.12) 이행 ․ 『우리나라 고유 생물종을 조사․연구․보전하여 생물자원으로 육성하겠다 』는 . 공약사항을 확대 발전시켜 추진 - '07. 1월 국가 생물자원의 주권확보 등을 목적으로 우리나라 고유생물 종에 대한 조사, 연구, 수집, 수장 등의 기능을 수행할 국립생물자원관이 준공 운영 ․ -",,2801,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
